,Accuracy,Balanced Accuracy,F1 Micro,F1[0],F1[1],F1[2],F1[3]
Score,0.6476351351351352,0.47175755149434145,0.6476351351351352,0.7560911710767618,0.4988962472406181,0.46920052424639574,0.31797235023041476
