,Accuracy,Balanced Accuracy,F1 Micro,F1 Macro,F1 Weighted,F1[0],F1[1],F1[2]
Score,0.6590284142988084,0.6011233967271119,0.6590284142988084,0.603199663975051,0.6527956385113343,0.7380073800738007,0.6693877551020408,0.4022038567493113
