,Accuracy,Balanced Accuracy,F1 Micro,F1 Macro,F1 Weighted,F1[0],F1[1],F1[2]
Score,0.8965773809523809,0.8744715955657163,0.8965773809523809,0.6017936408934201,0.9193254395608216,0.9420520999468368,0.8633288227334236,0.0
