,Accuracy,Balanced Accuracy,F1 Micro,F1 Macro,F1 Weighted,F1[0],F1[1]
Score,0.7326017502430893,0.7182396535041742,0.7326017502430894,0.6929856869585309,0.7433100364905395,0.803270311701584,0.5827010622154779
