,Accuracy,Balanced Accuracy,F1 Micro,F1 Macro,F1 Weighted,F1[0],F1[1]
Score,0.6052229476316155,0.7069852359884795,0.6052229476316155,0.6012676843356322,0.6193890789343844,0.6409802930773117,0.5615550755939525
