,Accuracy,Balanced Accuracy,F1 Micro,F1 Macro,F1 Weighted,F1[0],F1[1],F1[2],F1[3]
Score,0.6025179856115108,0.2630083863589714,0.6025179856115108,0.2144634679557778,0.47284288973652316,0.7621600919188051,0.0,0.0,0.09569377990430622
