,Accuracy,Balanced Accuracy,F1 Micro,F1 Macro,F1 Weighted,F1[0],F1[1],F1[2],F1[3]
Score,0.6686909581646424,0.5003166755115512,0.6686909581646424,0.53555262303672,0.6342675995894036,0.7666034155597722,0.5699899295065459,0.545876887340302,0.2597402597402597
