,Accuracy,Balanced Accuracy,F1 Micro,F1 Macro,F1 Weighted,F1[0],F1[1]
Score,0.8646470261256254,0.8099049838695589,0.8646470261256254,0.8219456231912334,0.8617631061771619,0.9091417910447761,0.7347494553376908
