,Accuracy,Balanced Accuracy,F1 Micro,F1 Macro,F1 Weighted,F1[0],F1[1]
Score,0.2728156688428948,0.5006676840900419,0.2728156688428948,0.21523674616514246,0.11823840719262119,0.0026671746999428468,0.4278063176303421
