,Accuracy,Balanced Accuracy,F1 Micro,F1 Macro,F1 Weighted,F1[0],F1[1],F1[2]
Score,0.6875,0.597509622855245,0.6875,0.5976954418130889,0.6822732047364399,0.7352941176470588,0.7363636363636363,0.3214285714285714
