,Accuracy,Balanced Accuracy,F1 Micro,F1 Macro,F1 Weighted,F1[0],F1[1],F1[2]
Score,0.9265335235378032,0.8990431357765034,0.9265335235378032,0.9083124282926947,0.9256297572136459,0.949185989146522,0.8674388674388674,0.0
