,Accuracy,Balanced Accuracy,F1 Micro,F1 Macro,F1 Weighted,F1[0],F1[1],F1[2]
Score,0.8136704119850188,0.7699604381967456,0.8136704119850188,0.7796057279251851,0.8099515315193336,0.8550264550264549,0.8345153664302601,0.6492753623188405
