,Accuracy,Balanced Accuracy,F1 Micro,F1 Macro,F1 Weighted,F1[0],F1[1]
Score,0.547356188262638,0.4553909288990434,0.547356188262638,0.45623698360681003,0.5580266416112623,0.6788291074005359,0.23364485981308414
