,Accuracy,Balanced Accuracy,F1 Micro,F1 Macro,F1 Weighted,F1[0],F1[1],F1[2],F1[3]
Score,0.8374096720400223,0.6429599856929004,0.8374096720400223,0.6856697154186824,0.8252903401717068,0.9030380207385849,0.6781013163143198,0.4758698092031425,0.0
