,Accuracy,Balanced Accuracy,F1 Micro,F1 Macro,F1 Weighted,F1[0],F1[1],F1[2],F1[3]
Score,0.6891891891891891,0.6120967274041926,0.6891891891891891,0.613628018449578,0.6853245612607534,0.7824337914850821,0.6415686274509804,0.6112956810631229,0.4192139737991266
