,Accuracy,Balanced Accuracy,F1 Micro,F1 Macro,F1 Weighted,F1[0],F1[1]
Score,0.7807432432432433,0.7810163427594121,0.7807432432432434,0.7807300043567732,0.7807714478274618,0.7824337914850821,0.7790262172284643
