,Accuracy,Balanced Accuracy,F1 Micro,F1 Macro,F1 Weighted,F1[0],F1[1]
Score,0.7793522267206477,0.7783999719374843,0.7793522267206477,0.7785891979687083,0.7788961635585689,0.7915869980879541,0.7655913978494624
