,Accuracy,Balanced Accuracy,F1 Micro,F1 Macro,F1 Weighted,F1[0],F1[1],F1[2]
Score,0.7457114026236125,0.6150671639887646,0.7457114026236125,0.6113366543074766,0.7144664919899324,0.8108672936259143,0.7786982248520711,0.24444444444444444
