,Accuracy,Balanced Accuracy,F1 Micro,F1 Macro,F1 Weighted,F1[0],F1[1]
Score,0.7540485829959515,0.7524523950855975,0.7540485829959515,0.7522434475553895,0.7527428921436873,0.7733913584084552,0.7310955367023239
