,Accuracy,Balanced Accuracy,F1 Micro,F1 Macro,F1 Weighted,F1[0],F1[1],F1[2],F1[3]
Score,0.6690283400809717,0.5364448856226713,0.6690283400809717,0.5280012089788572,0.6424038308868876,0.7733913584084552,0.6134387351778656,0.5976385104450499,0.127536231884058
