,Accuracy,Balanced Accuracy,F1 Micro,F1 Macro,F1 Weighted,F1[0],F1[1]
Score,0.720310391363023,0.720376657355805,0.720310391363023,0.7124847080711546,0.7233670488451228,0.7599189110918042,0.665050505050505
