,Accuracy,Balanced Accuracy,F1 Micro,F1 Macro,F1 Weighted,F1[0],F1[1]
Score,0.6703853955375254,0.665027479878965,0.6703853955375254,0.650890558629578,0.6528986104999245,0.7333880229696473,0.5683930942895087
