,Accuracy,Balanced Accuracy,F1 Micro,F1 Macro,F1 Weighted,F1[0],F1[1],F1[2],F1[3]
Score,0.5642325895875592,0.36427043168627393,0.5642325895875592,0.3446906410083933,0.49813089508349445,0.7333880229696473,0.4159869494290376,0.1861777150916784,0.043209876543209874
