,Accuracy,Balanced Accuracy,F1 Micro,F1 Macro,F1 Weighted,F1[0],F1[1],F1[2],F1[3]
Score,0.6420377867746289,0.5684520464854559,0.6420377867746289,0.555733959306141,0.6398286534678945,0.7447257383966245,0.5900332225913621,0.5981981981981982,0.2899786780383795
