,Accuracy,Balanced Accuracy,F1 Micro,F1 Macro,F1 Weighted,F1[0],F1[1],F1[2],F1[3]
Score,0.5553306342780027,0.5446339956966685,0.5553306342780027,0.5160650986050568,0.5737473899952594,0.6727129337539433,0.518007662835249,0.4346590909090909,0.43888070692194403
