,Accuracy,Balanced Accuracy,F1 Micro,F1 Macro,F1 Weighted,F1[0],F1[1]
Score,0.7486504723346828,0.7006162278130112,0.7486504723346828,0.708755880956812,0.7334854362320645,0.8165476483624723,0.6009641135511515
