,Accuracy,Balanced Accuracy,F1 Micro,F1 Macro,F1 Weighted,F1[0],F1[1],F1[2],F1[3]
Score,0.6312415654520918,0.5243210926125852,0.6312415654520918,0.5177260658424493,0.6188726897547892,0.7396991497710922,0.5739514348785872,0.5775301764159704,0.17972350230414746
