,Accuracy,Balanced Accuracy,F1 Micro,F1 Macro,F1 Weighted,F1[0],F1[1],F1[2]
Score,0.696693657219973,0.6574976569876746,0.696693657219973,0.6442319383963914,0.7020147279094717,0.7812142038946164,0.5739514348785872,0.5775301764159704
