,Accuracy,Balanced Accuracy,F1 Micro,F1 Macro,F1 Weighted,F1[0],F1[1]
Score,0.7314439946018894,0.7311027885302668,0.7314439946018892,0.7311736166973928,0.7313749619454223,0.7396991497710922,0.7226480836236935
