,Accuracy,Balanced Accuracy,F1 Micro,F1 Macro,F1 Weighted,F1[0],F1[1],F1[2]
Score,0.7135969141755063,0.6121942087413089,0.7135969141755064,0.6169344524380496,0.6973296078662624,0.7799999999999999,0.7458033573141487,0.325
