,Accuracy,Balanced Accuracy,F1 Micro,F1 Macro,F1 Weighted,F1[0],F1[1]
Score,0.8718732629238466,0.8727532425578179,0.8718732629238466,0.8479570823909013,0.8754933715399055,0.9082587064676617,0.7876554583141409
