,Accuracy,Balanced Accuracy,F1 Micro,F1 Macro,F1 Weighted,F1[0],F1[1],F1[2]
Score,0.9415204678362573,0.9310845448355962,0.9415204678362573,0.929003693468672,0.9416599305033055,0.9588138385502472,0.8991935483870968,0.0
