,Accuracy,Balanced Accuracy,F1 Micro,F1[0],F1[1],F1[2],F1[3]
Score,0.6487854251012146,0.47154389149583403,0.6487854251012146,0.7628256782164922,0.5265265265265265,0.4842370744010088,0.23244552058111378
