,Accuracy,Balanced Accuracy,F1 Micro,F1 Macro,F1 Weighted,F1[0],F1[1]
Score,0.7020917678812416,0.6964325982563884,0.7020917678812416,0.6811860817386315,0.683114142384195,0.7628256782164922,0.5995464852607709
