,Accuracy,Balanced Accuracy,F1 Micro,F1 Macro,F1 Weighted,F1[0],F1[1]
Score,0.6815114709851552,0.7165967230637029,0.6815114709851552,0.681469557634555,0.6823078246465588,0.6851234156104069,0.677815699658703
