,Accuracy,Balanced Accuracy,F1 Micro,F1 Macro,F1 Weighted,F1[0],F1[1],F1[2],F1[3]
Score,0.5894062078272605,0.60754128512071,0.5894062078272605,0.5560561660355238,0.6112644144451277,0.6851234156104069,0.531784005468216,0.4512610770279482,0.0
