,Accuracy,Balanced Accuracy,F1 Micro,F1 Macro,F1 Weighted,F1[0],F1[1],F1[2]
Score,0.7525252525252525,0.6961566234135442,0.7525252525252525,0.7074383770306737,0.7440162973146879,0.8084252758274824,0.7699805068226122,0.5439093484419265
