,Accuracy,Balanced Accuracy,F1 Micro,F1 Macro,F1 Weighted,F1[0],F1[1]
Score,0.7817139001349528,0.7826205105100044,0.7817139001349528,0.7816273742956326,0.7815247165201676,0.7772805507745266,0.7859741978167384
