,Accuracy,Balanced Accuracy,F1 Micro,F1 Macro,F1 Weighted,F1[0],F1[1],F1[2]
Score,0.783858869287401,0.8079948400957396,0.783858869287401,0.709122670986504,0.79914283246432,0.849282808820381,0.7045191193511008,0.57356608478803
