,Accuracy,Balanced Accuracy,F1 Micro,F1 Macro,F1 Weighted,F1[0],F1[1],F1[2]
Score,0.8521400778210116,0.7318519805123503,0.8521400778210116,0.7470322657524973,0.8489221907595794,0.9091417910447761,0.7205117952818872,0.6114432109308284
