,Accuracy,Balanced Accuracy,F1 Micro,F1[0],F1[1],F1[2],F1[3]
Score,0.8521400778210116,0.7318519805123503,0.8521400778210116,0.9091417910447761,0.7205117952818872,0.6114432109308284,0.0
