,Accuracy,Balanced Accuracy,F1 Micro,F1 Macro,F1 Weighted,F1[0],F1[1],F1[2],F1[3]
Score,0.6221322537112011,0.49141143524046854,0.6221322537112011,0.48583550029163586,0.598515715728346,0.740417575568713,0.5402476780185759,0.5255338904363974,0.13714285714285715
