,Accuracy,Balanced Accuracy,F1 Micro,F1 Macro,F1 Weighted,F1[0],F1[1],F1[2]
Score,0.761355743853313,0.675317636267205,0.761355743853313,0.649424918950994,0.7698085237669837,0.8432746196957566,0.6045926391947153,0.5004074979625102
