,Accuracy,Balanced Accuracy,F1 Micro,F1 Macro,F1 Weighted,F1[0],F1[1]
Score,0.7317683011529379,0.7958008670583903,0.7317683011529379,0.7177566913221252,0.7464525381389703,0.7806429626263773,0.654870420017873
