,Accuracy,Balanced Accuracy,F1 Micro,F1 Macro,F1 Weighted,F1[0],F1[1],F1[2]
Score,0.6336032388663968,0.5689155922768756,0.6336032388663968,0.5580996270788842,0.6444640942647163,0.7599189110918042,0.5221595487510072,0.3922204213938411
