,Accuracy,Balanced Accuracy,F1 Micro,F1 Macro,F1 Weighted,F1[0],F1[1]
Score,0.8044172801778025,0.8444055296466553,0.8044172801778025,0.7854008980810766,0.8145510684906633,0.849282808820381,0.7215189873417722
