,Accuracy,Balanced Accuracy,F1 Micro,F1 Macro,F1 Weighted,F1[0],F1[1],F1[2],F1[3]
Score,0.4738158077510765,0.5811276896581271,0.4738158077510765,0.47532546496924194,0.5888561223010655,0.5442268737339635,0.7543352601156069,0.6027397260273972,0.0
