,Accuracy,Balanced Accuracy,F1 Micro,F1 Macro,F1 Weighted,F1[0],F1[1],F1[2]
Score,0.7716970702045329,0.7367200901685418,0.7716970702045329,0.5466148943739261,0.8474107413034613,0.8885106382978724,0.7513340448239061,0.0
