,Accuracy,Balanced Accuracy,F1 Micro,F1 Macro,F1 Weighted,F1[0],F1[1],F1[2],F1[3]
Score,0.4097080787508486,0.3921350970818898,0.4097080787508486,0.27928161294428333,0.3928785134678848,0.6317300789662599,0.08903020667726551,0.11623931623931621,0.28012684989429176
