,Accuracy,Balanced Accuracy,F1 Micro,F1 Macro,F1 Weighted,F1[0],F1[1],F1[2]
Score,0.725033738191633,0.5820392889487129,0.725033738191633,0.6172234306368823,0.7014664236288295,0.8155907429963458,0.5465346534653466,0.4895448954489545
