,Accuracy,Balanced Accuracy,F1 Micro,F1 Macro,F1 Weighted,F1[0],F1[1],F1[2],F1[3]
Score,0.636302294197031,0.5087846907678166,0.636302294197031,0.5288620388550722,0.6207995684042802,0.7571801566579635,0.5465346534653466,0.4895448954489545,0.3221884498480243
