,Accuracy,Balanced Accuracy,F1 Micro,F1 Macro,F1 Weighted,F1[0],F1[1]
Score,0.6999323410013532,0.6969941307001253,0.6999323410013532,0.6932903685713554,0.6942981161124584,0.7384252432910645,0.6481554938516462
