,Accuracy,Balanced Accuracy,F1 Micro,F1 Macro,F1 Weighted,F1[0],F1[1],F1[2]
Score,0.5288389513108614,0.5522591130162535,0.5288389513108614,0.525232828970187,0.5266140454006902,0.571157495256167,0.47619047619047616,0.5283505154639175
