,Accuracy,Balanced Accuracy,F1 Micro,F1 Macro,F1 Weighted,F1[0],F1[1]
Score,0.7055146548131684,0.7833772347360661,0.7055146548131684,0.6948635588329757,0.7208775739221454,0.7518726591760299,0.6378544584899214
