,Accuracy,Balanced Accuracy,F1 Micro,F1 Macro,F1 Weighted,F1[0],F1[1],F1[2],F1[3]
Score,0.6825948048340047,0.7691986441989375,0.6825948048340047,0.5243193931834524,0.7384099336996458,0.7518726591760299,0.7479526842584167,0.5974522292993631,0.0
